School Code,ACT Score,Zscore
862,19,0.020791139263688585
961,23,1.51507043860237
1361,17,-0.7263485104056521
1371,18,-0.35277868557098174
1461,17,-0.7263485104056521
1571,17,-0.7263485104056521
1611,17,-0.7263485104056521
1681,24,1.8886402634370403
1771,17,-0.7263485104056521
1851,16,-1.0999183352403223
2001,22,1.1415006137676995
2181,20,0.3943609640983589
2191,21,0.7679307889330292
2201,19,0.020791139263688585
2301,16,-1.0999183352403223
2331,17,-0.7263485104056521
2361,15,-1.4734881600749927
2631,20,0.3943609640983589
2811,17,-0.7263485104056521
3101,13,-2.2206278097443333
3251,23,1.51507043860237
3347,16,-1.0999183352403223
3355,14,-1.847057984909663
3386,12,-2.594197634579004
3396,20,0.3943609640983589
3398,14,-1.847057984909663
3401,12,-2.594197634579004
3443,17,-0.7263485104056521
3861,20,0.3943609640983589
3971,15,-1.4734881600749927
31,18,-0.35277868557098174
63,20,0.3943609640983589
73,21,0.7679307889330292
90,21,0.7679307889330292
101,21,0.7679307889330292
113,18,-0.35277868557098174
114,19,0.020791139263688585
131,19,0.020791139263688585
331,21,0.7679307889330292
471,20,0.3943609640983589
521,19,0.020791139263688585
801,23,1.51507043860237
931,19,0.020791139263688585
251,14,-1.847057984909663
431,17,-0.7263485104056521
711,18,-0.35277868557098174
751,21,0.7679307889330292
1031,17,-0.7263485104056521
1081,19,0.020791139263688585
1531,17,-0.7263485104056521
2031,17,-0.7263485104056521
2081,19,0.020791139263688585
2641,18,-0.35277868557098174
3031,21,0.7679307889330292
3421,18,-0.35277868557098174
3781,21,0.7679307889330292
3921,22,1.1415006137676995
4521,19,0.020791139263688585
4681,24,1.8886402634370403
6181,22,1.1415006137676995
7191,24,1.8886402634370403
7241,16,-1.0999183352403223
7261,15,-1.4734881600749927
7491,14,-1.847057984909663
31,18,-0.35277868557098174
481,17,-0.7263485104056521
791,17,-0.7263485104056521
811,18,-0.35277868557098174
901,18,-0.35277868557098174
937,17,-0.7263485104056521
1051,18,-0.35277868557098174
1131,17,-0.7263485104056521
1181,17,-0.7263485104056521
1671,20,0.3943609640983589
1721,18,-0.35277868557098174
1762,18,-0.35277868557098174
1791,17,-0.7263485104056521
1801,18,-0.35277868557098174
1931,19,0.020791139263688585
1991,18,-0.35277868557098174
8131,22,1.1415006137676995
8133,23,1.51507043860237
112,18,-0.35277868557098174
261,17,-0.7263485104056521
301,18,-0.35277868557098174
33,16,-1.0999183352403223
181,20,0.3943609640983589
251,23,1.51507043860237
401,20,0.3943609640983589
411,23,1.51507043860237
492,24,1.8886402634370403
493,24,1.8886402634370403
121,23,1.51507043860237
161,17,-0.7263485104056521
201,16,-1.0999183352403223
301,17,-0.7263485104056521
401,18,-0.35277868557098174
411,17,-0.7263485104056521
21,20,0.3943609640983589
103,23,1.51507043860237
141,21,0.7679307889330292
151,20,0.3943609640983589
182,22,1.1415006137676995
351,22,1.1415006137676995
21,29,3.756489387610392
51,20,0.3943609640983589
74,20,0.3943609640983589
85,18,-0.35277868557098174
181,22,1.1415006137676995
221,21,0.7679307889330292
1251,20,0.3943609640983589
1391,20,0.3943609640983589
71,21,0.7679307889330292
181,21,0.7679307889330292
251,21,0.7679307889330292
421,22,1.1415006137676995
431,22,1.1415006137676995
491,22,1.1415006137676995
551,20,0.3943609640983589
911,20,0.3943609640983589
931,22,1.1415006137676995
161,19,0.020791139263688585
171,19,0.020791139263688585
2001,22,1.1415006137676995
43,19,0.020791139263688585
91,21,0.7679307889330292
161,20,0.3943609640983589
21,19,0.020791139263688585
1453,21,0.7679307889330292
1551,20,0.3943609640983589
3436,18,-0.35277868557098174
3839,21,0.7679307889330292
4436,22,1.1415006137676995
4941,18,-0.35277868557098174
5836,21,0.7679307889330292
6633,18,-0.35277868557098174
6761,19,0.020791139263688585
6881,17,-0.7263485104056521
7841,14,-1.847057984909663
71,20,0.3943609640983589
101,20,0.3943609640983589
141,20,0.3943609640983589
153,22,1.1415006137676995
271,19,0.020791139263688585
21,19,0.020791139263688585
51,19,0.020791139263688585
13,16,-1.0999183352403223
16,16,-1.0999183352403223
11,25,2.2622100882717104
341,21,0.7679307889330292
351,18,-0.35277868557098174
391,21,0.7679307889330292
